,Installation Code,District,Municipality,Geographic Coordinates,Installed Power [kVA],Usage Level [%],Construction Type,Contracted Power [kVA],Number of Clients,Power Generation [kW],Number of Client Producers,Usage Histogram,DistrictCode,DistrictMunicipalityCode
5534,1312D2118400,Porto,Porto,"41.159923319282875, -8.6279228150733",1260,0%-19%,Cabine baixa em edifício próprio,776.46,74,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6358.25;1952.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
5535,1312D2104400,Porto,Porto,"41.154805172076394, -8.66575359219344",630,0%-19%,Cabine baixa em edifício próprio,727.97,74,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6664.0;1653.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
5536,1312D2021700,Porto,Porto,"41.15589368604698, -8.607706826016788",1260,20%-39%,Cabine subterrânea,2712.87,459,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2153.5;5942.5;212.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
5541,0109D2018200,Aveiro,Santa Maria da Feira,"40.99020176220098, -8.543436719693812",400,0%-19%,Cabine alta,1385.75,194,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7676.75;638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5546,1310D2007100,Porto,Paredes,"41.183736778202466, -8.423201814788722",250,40%-59%,Cabine alta,1224.75,157,61.97,23,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;574.25;3553.0;2467.75;1233.75;483.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
5547,1308D2055600,Porto,Matosinhos,"41.18388512510386, -8.639589808251946",1260,0%-19%,Cabine pré-fabricada,1045.28,122,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8301.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5548,1308D2031000,Porto,Matosinhos,"41.18008107440135, -8.675040323585156",500,0%-19%,Cabine baixa integrada em edifício,853.73,125,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5191.0;3121.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5549,1308D2034400,Porto,Matosinhos,"41.19018424738012, -8.662596809074698",630,20%-39%,Cabine baixa em edifício próprio,1206.47,176,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2419.25;5192.5;702.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5550,1308D2046000,Porto,Matosinhos,"41.177904009748985, -8.68322542311934",400,20%-39%,Cabine baixa integrada em edifício,1781.35,281,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;3554.25;4386.0;224.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5554,1317D2097800,Porto,Vila Nova de Gaia,"41.1016912604124, -8.55318545067229",400,20%-39%,Cabine pré-fabricada,1109.75,168,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1165.0;4885.75;2141.5;122.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
5594,1316D2024500,Porto,Vila do Conde,"41.36134877007207, -8.75339560828019",630,0%-19%,Cabine baixa integrada em edifício,570.92,120,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8314.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5596,1306D2004400,Porto,Maia,"41.23401640721168, -8.630327249619574",630,20%-39%,Cabine alta,1525.89,178,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;306.0;7268.75;738.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
5597,1306D2055000,Porto,Maia,"41.22736860545269, -8.568404468013943",500,0%-19%,Cabine baixa integrada em edifício,412.86,56,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5144.0;3166.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
5598,1306D2061200,Porto,Maia,"41.27189002666535, -8.6326789583447",400,0%-19%,Cabine baixa integrada em edifício,119.60,28,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8360.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
5626,1318D2003300,Porto,Trofa,"41.33256949366386, -8.553659681192896",400,40%-59%,Cabine alta,1156.90,143,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2526.75;3835.25;1756.5;194.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
5627,1318D2019800,Porto,Trofa,"41.27630863742759, -8.551775403352709",630,0%-19%,Cabine baixa em edifício próprio,1051.11,181,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7608.5;703.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
5698,1312D2022100,Porto,Porto,"41.161133945269725, -8.576105689640436",1260,0%-19%,Cabine baixa em edifício próprio,1865.30,341,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2797.75;5514.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
5699,1312D2104800,Porto,Porto,"41.15080782847943, -8.572494371252107",400,0%-19%,Cabine pré-fabricada,616.88,90,44.71,25,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.75;5505.5;2792.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
5700,1304D2013500,Porto,Gondomar,"41.181697729216076, -8.52871676411676",400,20%-39%,Cabine baixa em edifício próprio,1236.12,165,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481.0;4411.75;2388.0;1027.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
5701,1304D2005700,Porto,Gondomar,"41.12040157467332, -8.54367192409927",630,20%-39%,Cabine alta,946.48,96,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3372.0;4880.5;47.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
5702,1304D2055500,Porto,Gondomar,"41.06775863736386, -8.393714505703837",250,20%-39%,Cabine alta,1024.65,133,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;265.75;5580.0;2215.5;252.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
5716,1310D2012400,Porto,Paredes,"41.24563111447866, -8.386556610530219",400,40%-59%,Cabine alta,1403.45,174,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;2591.75;2707.75;2250.75;734.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
5717,1310D2026000,Porto,Paredes,"41.19356488926659, -8.381261423397993",250,20%-39%,Cabine baixa em edifício próprio,217.18,39,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2299.25;4324.25;1530.0;158.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
5720,0104D2003600,Aveiro,Arouca,"40.96172345191928, -8.421902833077251",100,40%-59%,Aéreo - AS,504.70,70,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;864.25;3529.25;2733.0;1111.5;72.75;0.0;0.0;0.0;0.0;0.0;0.0),1,104
5721,0104D2018600,Aveiro,Arouca,"40.94055893383716, -8.34083045547834",100,20%-39%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.75;192.0;139.25;4612.5;3194.75;166.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
5722,0104D2012700,Aveiro,Arouca,"40.92772073915886, -8.279059854185148",250,20%-39%,Aéreo - AI,383.04,40,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.0;4759.5;1489.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
5745,0109D2027400,Aveiro,Santa Maria da Feira,"40.96935384412145, -8.556783415323643",250,20%-39%,Cabine alta,624.90,74,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.75;8.5;278.75;2906.25;3795.0;1290.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5746,0109D2043700,Aveiro,Santa Maria da Feira,"40.96758990654797, -8.519095997368796",630,0%-19%,Cabine pré-fabricada,703.59,94,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7662.5;188.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5751,1306D2011300,Porto,Maia,"41.250103571856016, -8.561653866890099",250,20%-39%,Cabine alta,612.99,63,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.25;2122.75;5413.75;768.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
5757,1308D2004800,Porto,Matosinhos,"41.19071957873749, -8.667658466707016",630,20%-39%,Cabine alta,1925.84,302,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1357.75;6608.5;347.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5758,1308D2059700,Porto,Matosinhos,"41.17938369886793, -8.687374203826293",630,20%-39%,Cabine baixa em edifício próprio,1993.99,274,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;4635.25;3472.0;202.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5759,1308D2042600,Porto,Matosinhos,"41.19151158817553, -8.636756175080924",630,20%-39%,Cabine baixa em edifício próprio,1308.70,180,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1580.5;4530.0;2199.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
5762,1316D2059100,Porto,Vila do Conde,"41.332645714374664, -8.71766024288241",400,N/D,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,,13,1316
5780,1313D2033600,Porto,Póvoa de Varzim,"41.38851782915858, -8.729645456730033",630,N/D,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,,13,1313
5781,1313D2012500,Porto,Póvoa de Varzim,"41.40763824875128, -8.7712631190047",250,20%-39%,Cabine baixa em edifício próprio,188.60,22,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;3001.25;5136.5;171.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
5809,0107D2012800,Aveiro,Espinho,"40.994437075347626, -8.615749858662605",250,N/D,Aéreo - AI,N/D,<20,N/D,<20,,1,107
5849,1317D2123400,Porto,Vila Nova de Gaia,"41.019119414232506, -8.564825461065078",250,20%-39%,Aéreo - AI,389.85,52,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2447.0;5197.5;670.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
5850,1317D2092100,Porto,Vila Nova de Gaia,"41.14504221223532, -8.636325750395384",630,0%-19%,Cabine baixa integrada em edifício,920.69,125,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3896.25;4415.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
5876,1314D2048800,Porto,Santo Tirso,"41.357139913835105, -8.497721490055923",160,0%-19%,Aéreo - AI,186.72,35,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;6659.25;1598.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
5885,0104D2024800,Aveiro,Arouca,"40.890935912929905, -8.324475197311319",100,0%-19%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8106.25;235.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
5900,1318D2021500,Porto,Trofa,"41.332130600852764, -8.539473027282664",160,40%-59%,Cabine baixa integrada em edifício,683.10,92,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.5;2294.0;3848.0;1597.75;539.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
5904,1316D2056400,Porto,Vila do Conde,"41.374815738064555, -8.723042187231721",250,0%-19%,Cabine pré-fabricada,259.13,49,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5966.75;2353.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5905,1316D2053500,Porto,Vila do Conde,"41.31675985781504, -8.713546176235939",250,20%-39%,Cabine baixa em edifício próprio,155.25,32,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.25;4081.5;3436.25;743.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5906,1316D2000400,Porto,Vila do Conde,"41.35732428443952, -8.715594053131637",250,20%-39%,Cabine alta,292.33,39,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4456.5;3734.0;120.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5907,1316D2058700,Porto,Vila do Conde,"41.29840524375677, -8.696824199820373",250,20%-39%,Aéreo - AS,597.95,79,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2060.5;5748.5;507.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5908,1316D2071500,Porto,Vila do Conde,"41.35674600423218, -8.735517658072352",630,0%-19%,Cabine baixa em edifício próprio,601.45,80,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2608.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
5927,0109D2006500,Aveiro,Santa Maria da Feira,"40.89393324431284, -8.572114996603833",250,40%-59%,Cabine alta,1328.49,170,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1205.25;4390.5;2075.0;628.5;13.75;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5928,0109D2031200,Aveiro,Santa Maria da Feira,"40.983855180857375, -8.47784817928617",160,20%-39%,Aéreo - AI,504.44,69,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;4606.5;2912.0;735.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5929,0109D2048600,Aveiro,Santa Maria da Feira,"40.97173068189582, -8.588903505161229",250,0%-19%,Cabine pré-fabricada,286.36,35,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7452.25;937.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5930,0109D2027900,Aveiro,Santa Maria da Feira,"41.046539793317955, -8.462644866389784",250,40%-59%,Aéreo - AI,863.58,121,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;4041.0;3251.75;925.75;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
5984,1315D2000500,Porto,Valongo,"41.24033569847978, -8.528404864674197",250,40%-59%,Cabine alta,527.55,67,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;3124.0;3535.0;1546.25;76.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
5987,0113D2010700,Aveiro,Oliveira de Azeméis,"40.89391367491563, -8.425482015919894",250,0%-19%,Cabine alta,764.54,100,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.25;8305.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
5994,1313D2004300,Porto,Póvoa de Varzim,"41.39870750161684, -8.777143107399061",400,20%-39%,Cabine baixa integrada em edifício,1527.20,284,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2711.5;4704.0;893.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
5997,1306D2001100,Porto,Maia,"41.24213070037565, -8.664248886442682",630,20%-39%,Cabine alta,1093.86,115,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.75;5056.0;2450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
5998,1306D2039400,Porto,Maia,"41.23239629387063, -8.630188729254167",630,20%-39%,Cabine baixa em edifício próprio,1281.34,140,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2632.25;5510.75;168.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
6005,0119D2005400,Aveiro,Vale de Cambra,"40.80784579906086, -8.298131331717546",50,0%-19%,Aéreo - AS,142.60,21,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;350.25;7584.25;400.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,119
6035,0116D2011700,Aveiro,São João da Madeira,"40.88634324830713, -8.480389388860708",400,0%-19%,Cabine pré-fabricada,300.25,20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0;7827.0;412.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
6041,1317D2047300,Porto,Vila Nova de Gaia,"41.12163166793605, -8.580849929563835",630,20%-39%,Cabine baixa em edifício próprio,1300.94,207,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2420.0;5027.0;863.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
6042,1317D2049700,Porto,Vila Nova de Gaia,"41.02865530797327, -8.629003960651655",630,0%-19%,Cabine alta,355.98,39,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.75;8288.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
6043,1317D2103500,Porto,Vila Nova de Gaia,"41.09650361705425, -8.552954315873134",1030,0%-19%,Cabine baixa em edifício próprio,2088.40,307,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4306.25;4006.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
6066,1304D2067000,Porto,Gondomar,"41.09849441173416, -8.495622910622055",250,0%-19%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8346.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
6067,1304D2007200,Porto,Gondomar,"41.18114037108123, -8.53076978701508",630,20%-39%,Cabine alta,1736.29,269,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;550.25;4835.0;2657.75;266.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
6119,1316D2054600,Porto,Vila do Conde,"41.36880301520368, -8.746522103120533",400,0%-19%,Cabine baixa integrada em edifício,606.77,88,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7048.0;1266.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
6120,1314D2053000,Porto,Santo Tirso,"41.33274610758572, -8.45909826724967",160,20%-39%,Aéreo - AI,332.20,50,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2598.5;4897.25;819.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
6121,1312D2028200,Porto,Porto,"41.163522583267905, -8.57295000077515",1260,0%-19%,Cabine baixa em edifício próprio,1512.76,281,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6999.0;1313.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
6122,1312D2071200,Porto,Porto,"41.16452759121584, -8.631661153535779",630,20%-39%,Cabine baixa integrada em edifício,1075.25,168,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1069.0;6278.75;963.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
6128,0109D2002000,Aveiro,Santa Maria da Feira,"41.00498239101709, -8.549693381972798",250,N/D,Cabine alta,943.00,136,N/D,<20,,1,109
6142,1306D2035000,Porto,Maia,"41.21186928383312, -8.569848704859448",800,0%-19%,Cabine baixa em edifício próprio,1023.04,136,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7228.25;1084.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
6152,1308D2004300,Porto,Matosinhos,"41.180842248277465, -8.684876427075013",630,20%-39%,Cabine baixa integrada em edifício,1974.88,257,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.75;3028.0;4999.25;286.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
6163,1315D2010200,Porto,Valongo,"41.20382634948907, -8.552610482381185",250,20%-39%,Cabine alta,495.37,77,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;710.75;6545.0;1056.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
6187,0107D2008100,Aveiro,Espinho,"41.00331340002551, -8.6446915005579",630,0%-19%,Cabine baixa integrada em edifício,604.78,87,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3730.75;4580.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,107
6188,0107D2013800,Aveiro,Espinho,"40.9734093936725, -8.622828977691041",0,N/D,Cabine pré-fabricada,N/D,<20,N/D,<20,,1,107
6189,0107D2005400,Aveiro,Espinho,"41.00422845712066, -8.629639483840386",630,40%-59%,Cabine baixa integrada em edifício,2679.19,391,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;4126.0;3147.75;996.0;20.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,107
6240,1306D2071300,Porto,Maia,"41.2399070755757, -8.583082530756586",250,20%-39%,Cabine pré-fabricada,509.28,77,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2466.75;5275.75;561.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
6247,1316D2014500,Porto,Vila do Conde,"41.3473426341297, -8.751997130733022",630,20%-39%,Cabine baixa em edifício próprio,2408.14,324,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.25;4117.25;3387.25;712.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
6287,1312D2999200,Porto,Porto,"41.15404632222729, -8.59364214904943",630,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
6288,1312D2019900,Porto,Porto,"41.14819731745184, -8.602809855272286",630,0%-19%,Cabine subterrânea,720.86,127,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8332.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
6289,1312D2119800,Porto,Porto,"41.14996581326311, -8.625541431928408",1260,0%-19%,Cabine baixa integrada em edifício,492.23,44,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8325.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
6295,1317D2039100,Porto,Vila Nova de Gaia,"41.0937052417156, -8.606630606755846",630,0%-19%,Cabine alta,389.34,26,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;450.25;6147.0;1715.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
6296,1317D2109000,Porto,Vila Nova de Gaia,"41.047243794536485, -8.587274637800665",400,20%-39%,Cabine pré-fabricada,650.99,114,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;751.25;5825.25;1739.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
6319,1318D2004400,Porto,Trofa,"41.32018156248596, -8.632138965412134",250,N/D,Aéreo - AI,568.10,70,N/D,<20,,13,1318
6320,1318D2023300,Porto,Trofa,"41.319888475528394, -8.620914381565363",400,0%-19%,Cabine pré-fabricada,602.05,85,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5750.0;2563.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
6326,1313D2031800,Porto,Póvoa de Varzim,"41.39259919389563, -8.754542870547827",250,40%-59%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1996.5;1429.5;3763.0;923.5;199.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
6338,1310D2038300,Porto,Paredes,"41.14814804525455, -8.442600847667455",100,60%-79%,Aéreo - AS,428.48,63,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;274.75;2432.75;2453.5;1767.5;875.25;505.25;0.0;0.0;0.0;0.0;0.0),13,1310
6346,1308D2057100,Porto,Matosinhos,"41.19040826938758, -8.609274314840963",400,20%-39%,Cabine baixa integrada em edifício,740.36,126,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2850.5;5135.25;325.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
